"Aquic"|"16451242"|"5995554"
"Aquic"|"16451243"|"5995555"
"Aquic"|"16451271"|"5995572"
"Aquic"|"16451272"|"5995573"
"Aquic"|"16451273"|"5995574"
"Aquic"|"16451274"|"5995575"
"Aquic"|"16451279"|"5995578"
"Aquic"|"16451280"|"5995579"
"Aquic"|"16451281"|"5995580"
"Aquic"|"16451286"|"5995583"
"Aquic"|"16451351"|"5995615"
"Aquic"|"16451352"|"5995616"
