0|0|0|46|69|91|"Moist"|"172885626"|"107092870"
46|69|91|183|183|183|"Wet"|"172885626"|"107092871"
0|0|0|46|69|91|"Moist"|"172885629"|"107092872"
46|69|91|183|183|183|"Wet"|"172885629"|"107092873"
0|0|0|46|69|91|"Moist"|"172885630"|"107092874"
46|69|91|183|183|183|"Wet"|"172885630"|"107092875"
0|0|0|46|69|91|"Moist"|"172885633"|"107092876"
46|69|91|183|183|183|"Wet"|"172885633"|"107092877"
0|0|0|0|31|61|"Moist"|"172885638"|"107092878"
0|31|61|183|183|183|"Wet"|"172885638"|"107092879"
0|0|0|0|31|61|"Moist"|"172885640"|"107092880"
0|31|61|183|183|183|"Wet"|"172885640"|"107092881"
0|0|0|0|31|61|"Moist"|"172885641"|"107092882"
0|31|61|183|183|183|"Wet"|"172885641"|"107092883"
0|0|0|0|31|61|"Moist"|"172885642"|"107092884"
0|31|61|183|183|183|"Wet"|"172885642"|"107092885"
0|0|0|0|31|61|"Moist"|"172885645"|"107092886"
0|31|61|183|183|183|"Wet"|"172885645"|"107092887"
0|0|0|203|203|203|"Moist"|"172885938"|"107093189"
0|0|0|203|203|203|"Moist"|"172885939"|"107093190"
0|0|0|203|203|203|"Moist"|"172885940"|"107093191"
0|0|0|203|203|203|"Moist"|"172885941"|"107093192"
0|0|0|0|31|61|"Moist"|"172885942"|"107093193"
0|31|61|183|183|183|"Wet"|"172885942"|"107093194"
0|0|0|0|31|61|"Moist"|"172885943"|"107093195"
0|31|61|183|183|183|"Wet"|"172885943"|"107093196"
0|0|0|203|203|203|"Moist"|"172885944"|"107093197"
0|0|0|203|203|203|"Moist"|"172885945"|"107093198"
0|0|0|0|31|61|"Moist"|"172885946"|"107093199"
0|31|61|183|183|183|"Wet"|"172885946"|"107093200"
0|31|61|183|183|183|"Wet"|"172885947"|"107093201"
0|0|0|0|31|61|"Moist"|"172885947"|"107093202"
0|0|0|203|203|203|"Moist"|"172885948"|"107093203"
0|0|0|0|31|61|"Moist"|"172885949"|"107093204"
0|31|61|183|183|183|"Wet"|"172885949"|"107093205"
0|0|0|46|69|91|"Moist"|"172885954"|"107093206"
46|69|91|183|183|183|"Wet"|"172885954"|"107093207"
0|0|0|46|69|91|"Moist"|"172885957"|"107093208"
46|69|91|183|183|183|"Wet"|"172885957"|"107093209"
0|0|0|46|69|91|"Moist"|"172885958"|"107093210"
46|69|91|183|183|183|"Wet"|"172885958"|"107093211"
0|0|0|46|69|91|"Moist"|"172885961"|"107093212"
46|69|91|183|183|183|"Wet"|"172885961"|"107093213"
0|0|0|30|53|76|"Moist"|"172885962"|"107093214"
30|53|76|203|203|203|"Wet"|"172885962"|"107093215"
0|0|0|30|53|76|"Moist"|"172885964"|"107093216"
30|53|76|203|203|203|"Wet"|"172885964"|"107093217"
0|0|0|30|53|76|"Moist"|"172885965"|"107093218"
30|53|76|203|203|203|"Wet"|"172885965"|"107093219"
0|0|0|30|53|76|"Moist"|"172885966"|"107093220"
30|53|76|203|203|203|"Wet"|"172885966"|"107093221"
0|0|0|30|53|76|"Moist"|"172885969"|"107093222"
30|53|76|203|203|203|"Wet"|"172885969"|"107093223"
0|0|0|46|84|122|"Moist"|"172885974"|"107093224"
46|84|122|203|203|203|"Wet"|"172885974"|"107093225"
0|0|0|46|84|122|"Moist"|"172885975"|"107093226"
46|84|122|203|203|203|"Wet"|"172885975"|"107093227"
0|0|0|46|84|122|"Moist"|"172885976"|"107093228"
46|84|122|203|203|203|"Wet"|"172885976"|"107093229"
46|84|122|203|203|203|"Wet"|"172885977"|"107093230"
0|0|0|46|84|122|"Moist"|"172885977"|"107093231"
0|0|0|203|203|203|"Moist"|"172885978"|"107093232"
0|0|0|203|203|203|"Moist"|"172885979"|"107093233"
0|0|0|203|203|203|"Moist"|"172885980"|"107093234"
0|0|0|203|203|203|"Moist"|"172885981"|"107093235"
0|0|0|203|203|203|"Moist"|"172885982"|"107093236"
0|0|0|203|203|203|"Moist"|"172885983"|"107093237"
0|0|0|203|203|203|"Moist"|"172885984"|"107093238"
46|84|122|203|203|203|"Wet"|"172885985"|"107093239"
0|0|0|46|84|122|"Moist"|"172885985"|"107093240"
0|0|0|203|203|203|"Moist"|"172886022"|"107093259"
0|0|0|203|203|203|"Moist"|"172886023"|"107093260"
0|0|0|203|203|203|"Moist"|"172886024"|"107093261"
0|0|0|203|203|203|"Moist"|"172886025"|"107093262"
0|0|0|0|31|61|"Moist"|"172886026"|"107093263"
0|31|61|183|183|183|"Wet"|"172886026"|"107093264"
0|0|0|0|31|61|"Moist"|"172886027"|"107093265"
0|31|61|183|183|183|"Wet"|"172886027"|"107093266"
0|0|0|203|203|203|"Moist"|"172886028"|"107093267"
0|0|0|203|203|203|"Moist"|"172886029"|"107093268"
0|31|61|183|183|183|"Wet"|"172886030"|"107093269"
0|0|0|0|31|61|"Moist"|"172886030"|"107093270"
0|0|0|0|31|61|"Moist"|"172886031"|"107093271"
0|31|61|183|183|183|"Wet"|"172886031"|"107093272"
0|0|0|203|203|203|"Moist"|"172886032"|"107093273"
0|0|0|0|31|61|"Moist"|"172886033"|"107093274"
0|31|61|183|183|183|"Wet"|"172886033"|"107093275"
0|0|0|0|31|61|"Wet"|"172886034"|"107093276"
0|31|61|183|183|183|"Moist"|"172886034"|"107093277"
0|0|0|0|183|183|"Moist"|"172886035"|"107093278"
0|0|0|0|31|61|"Wet"|"172886036"|"107093279"
0|31|61|183|183|183|"Moist"|"172886036"|"107093280"
0|0|0|0|31|61|"Wet"|"172886037"|"107093281"
0|31|61|183|183|183|"Moist"|"172886037"|"107093282"
0|31|61|183|183|183|"Moist"|"172886038"|"107093283"
0|0|0|0|31|61|"Wet"|"172886038"|"107093284"
0|0|0|0|183|183|"Moist"|"172886039"|"107093285"
0|0|0|0|183|183|"Moist"|"172886040"|"107093286"
0|0|0|0|31|61|"Wet"|"172886041"|"107093287"
0|31|61|183|183|183|"Moist"|"172886041"|"107093288"
0|0|0|0|183|183|"Moist"|"172886042"|"107093289"
0|0|0|0|183|183|"Moist"|"172886043"|"107093290"
0|0|0|0|183|183|"Moist"|"172886044"|"107093291"
0|0|0|0|183|183|"Moist"|"172886045"|"107093292"
0|0|0|46|69|91|"Moist"|"172886070"|"107093329"
46|69|91|183|183|183|"Wet"|"172886070"|"107093330"
0|0|0|46|69|91|"Moist"|"172886071"|"107093331"
46|69|91|183|183|183|"Wet"|"172886071"|"107093332"
0|0|0|46|69|91|"Moist"|"172886072"|"107093333"
46|69|91|183|183|183|"Wet"|"172886072"|"107093334"
0|0|0|46|69|91|"Moist"|"172886073"|"107093335"
46|69|91|183|183|183|"Wet"|"172886073"|"107093336"
0|0|0|0|31|61|"Moist"|"172886610"|"107093962"
0|31|61|183|183|183|"Wet"|"172886610"|"107093963"
0|0|0|0|31|61|"Moist"|"172886612"|"107093964"
0|31|61|183|183|183|"Wet"|"172886612"|"107093965"
0|0|0|0|31|61|"Moist"|"172886613"|"107093966"
0|31|61|183|183|183|"Wet"|"172886613"|"107093967"
0|0|0|0|31|61|"Moist"|"172886614"|"107093968"
0|31|61|183|183|183|"Wet"|"172886614"|"107093969"
0|0|0|0|31|61|"Moist"|"172886617"|"107093970"
0|31|61|183|183|183|"Wet"|"172886617"|"107093971"
0|0|0|46|69|91|"Moist"|"172886623"|"107093972"
46|69|91|183|183|183|"Wet"|"172886623"|"107093973"
0|0|0|46|69|91|"Moist"|"172886626"|"107093974"
46|69|91|183|183|183|"Wet"|"172886626"|"107093975"
0|0|0|46|69|91|"Moist"|"172886627"|"107093976"
46|69|91|183|183|183|"Wet"|"172886627"|"107093977"
0|0|0|46|69|91|"Moist"|"172886630"|"107093978"
46|69|91|183|183|183|"Wet"|"172886630"|"107093979"
